transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1154,12/16/2023,21:44:00,29,Male,51,Electronics,3,300,291,900
1155,12/3/2023,18:22:00,3,Male,31,Electronics,4,500,255,2000
1156,12/26/2022,21:10:00,68,Female,43,Clothing,4,25,13.5,100
1157,12/23/2022,21:24:00,81,Male,62,Electronics,4,500,270,2000
1158,2/24/2022,9:29:00,77,Female,44,Electronics,2,300,138,600
1159,4/2/2023,18:08:00,41,Male,26,Clothing,4,50,18,200
1160,8/20/2023,19:20:00,105,Female,43,Clothing,2,50,14,100
1161,6/29/2023,11:06:00,30,Male,64,Beauty,2,500,160,1000
1162,7/13/2022,17:08:00,101,Male,39,Clothing,2,30,12.6,60
1163,5/4/2022,10:52:00,120,Female,64,Clothing,3,50,27,150
1164,4/7/2023,20:53:00,1,Female,47,Beauty,3,500,245,1500
1165,12/1/2023,17:04:00,29,Female,60,Clothing,4,300,291,1200
1166,7/19/2023,7:45:00,65,Male,34,Clothing,4,500,245,2000
1167,9/29/2023,21:21:00,9,Female,43,Clothing,3,50,54,150
1168,7/10/2022,7:56:00,68,Male,53,Clothing,1,300,150,300
1169,9/25/2022,17:12:00,101,Male,18,Beauty,3,500,255,1500
1170,1/6/2023,17:13:00,96,Female,25,Clothing,2,25,8,50
1171,10/5/2022,21:05:00,87,Female,52,Clothing,3,300,84,900
1172,10/19/2022,21:12:00,150,Male,32,Beauty,2,25,28.5,50
1173,12/4/2022,21:03:00,70,Male,64,Electronics,4,30,15,120
1174,5/17/2023,6:55:00,2,Female,39,Beauty,1,300,132,300
1175,6/2/2023,6:38:00,103,Female,31,Electronics,4,25,11.5,100
1176,1/4/2023,20:33:00,34,Female,43,Beauty,2,50,21,100
1177,2/20/2023,9:19:00,89,Male,45,Beauty,2,50,15,100
1178,12/29/2023,21:15:00,137,Male,40,Clothing,2,30,33,60
1179,12/12/2023,17:28:00,122,Male,31,Electronics,1,300,354,300
1180,1/6/2022,8:53:00,85,Male,41,Clothing,3,300,129,900
1181,11/6/2022,18:28:00,84,Male,19,Electronics,4,300,354,1200
1182,1/3/2023,21:26:00,14,Male,62,Beauty,4,30,12.9,120
1183,12/28/2022,17:10:00,54,Female,43,Beauty,3,300,342,900
1184,2/12/2022,8:28:00,23,Male,31,Electronics,4,50,27.5,200
1185,10/4/2022,10:28:00,153,Male,24,Clothing,1,25,10.25,25
1186,9/10/2023,18:24:00,5,Male,20,Clothing,4,50,18.5,200
1187,7/7/2023,17:05:00,52,Female,64,Clothing,2,50,12.5,100
1188,6/4/2023,22:43:00,2,Male,40,Clothing,3,25,10.75,75
1189,12/7/2022,6:08:00,104,Male,63,Beauty,1,50,20.5,50
1190,9/29/2023,21:00:00,4,Female,60,Beauty,3,30,10.8,90
1191,9/25/2023,17:20:00,88,Male,64,Beauty,1,25,25,25
1192,3/29/2022,8:41:00,37,Male,62,Beauty,2,50,20.5,100
1193,5/11/2022,11:31:00,50,Male,35,Beauty,3,500,145,1500
1194,10/9/2023,22:06:00,130,Male,55,Clothing,4,50,61.5,200
1195,9/21/2022,7:07:00,55,Male,52,Clothing,1,30,12,30
1196,12/31/2022,21:18:00,93,Female,32,Clothing,3,300,306,900
1197,8/13/2022,10:07:00,77,Female,42,Clothing,4,50,19,200
1198,8/7/2022,10:43:00,147,Female,54,Beauty,3,300,159,900
1199,12/16/2023,17:46:00,110,Male,45,Beauty,3,500,190,1500
1200,10/18/2023,19:04:00,20,Male,27,Beauty,3,50,54.5,150
1201,10/31/2023,17:28:00,115,Male,56,Electronics,1,25,27.75,25
1202,11/13/2023,6:56:00,89,Female,34,Clothing,4,300,144,1200
1203,11/26/2023,18:36:00,2,Male,56,Clothing,2,500,145,1000
1204,12/10/2023,19:24:00,72,Male,39,Beauty,1,25,27.5,25
1205,11/25/2022,19:19:00,97,Female,43,Clothing,1,25,7.25,25
1206,5/14/2023,19:45:00,68,Male,61,Clothing,1,25,8.5,25
1207,6/30/2023,21:48:00,3,Female,42,Beauty,2,25,10,50
1208,10/15/2022,17:44:00,9,Female,34,Electronics,4,50,47.5,200
1209,12/6/2022,12:37:00,55,Female,30,Electronics,4,50,23,200
1210,3/10/2023,10:02:00,5,Male,37,Electronics,4,50,12.5,200
1211,11/22/2023,14:59:00,82,Male,42,Beauty,3,500,235,1500
1212,3/16/2022,18:05:00,142,Male,21,Clothing,3,500,265,1500
1213,6/21/2023,17:23:00,41,Male,27,Beauty,3,500,185,1500
1214,11/18/2023,14:24:00,50,Male,20,Beauty,2,30,11.1,60
1215,11/19/2022,20:44:00,107,Male,58,Clothing,3,500,130,1500
1216,3/1/2023,22:53:00,23,Male,62,Electronics,2,50,13,100
1217,10/16/2023,19:28:00,70,Female,35,Electronics,4,50,18,200
1218,10/25/2023,22:11:00,30,Male,64,Beauty,3,30,34.2,90
1219,11/2/2022,21:47:00,149,Female,53,Electronics,3,30,11.1,90
1220,6/29/2022,11:16:00,47,Male,64,Beauty,1,500,240,500
1221,9/14/2023,22:57:00,5,Male,39,Beauty,2,300,114,600
1222,9/17/2023,18:15:00,3,Male,51,Clothing,4,30,11.1,120
1223,2/20/2022,7:40:00,106,Female,64,Clothing,1,25,9.75,25
1224,1/20/2022,17:10:00,103,Female,25,Clothing,1,50,20,50
1225,2/2/2022,9:51:00,137,Female,57,Beauty,,,,
1226,11/30/2023,17:52:00,102,Female,61,Clothing,1,50,51,50
1227,10/1/2023,20:09:00,103,Male,36,Electronics,2,50,47.5,100
1228,6/24/2023,21:37:00,5,Female,59,Electronics,2,30,11.4,60
1229,11/2/2023,21:08:00,62,Male,58,Beauty,3,30,34.5,90
1230,12/4/2023,21:24:00,1,Male,54,Beauty,1,25,13.25,25
1231,1/29/2022,7:05:00,12,Female,23,Clothing,3,50,23,150
1232,5/23/2022,8:05:00,146,Female,43,Beauty,1,25,6.25,25
1233,10/1/2023,16:20:00,79,Female,51,Beauty,2,300,117,600
1234,9/7/2023,17:46:00,78,Female,62,Electronics,2,25,8.25,50
1235,4/4/2022,6:44:00,87,Female,23,Electronics,2,500,220,1000
1236,8/9/2023,18:19:00,4,Female,54,Clothing,1,25,8.75,25
1237,2/23/2022,9:20:00,48,Female,50,Beauty,2,500,215,1000
1238,9/17/2022,7:38:00,129,Female,39,Beauty,1,500,165,500
1239,7/8/2022,20:42:00,134,Male,38,Electronics,3,500,255,1500
1240,8/7/2022,7:42:00,144,Female,23,Beauty,1,300,90,300
1241,9/10/2023,17:28:00,26,Female,23,Electronics,3,25,24.5,75
1242,11/27/2023,18:32:00,5,Male,21,Clothing,1,25,11.25,25
1243,12/8/2023,17:11:00,4,Female,47,Electronics,3,300,138,900
1244,12/11/2022,16:47:00,100,Male,28,Beauty,2,50,19.5,100
1245,10/25/2022,20:47:00,129,Male,47,Clothing,3,30,36,90
1246,4/26/2023,22:54:00,3,Female,48,Electronics,2,25,11.5,50
1247,9/2/2023,18:17:00,78,Male,41,Electronics,2,30,35.7,60
1248,9/8/2022,8:20:00,68,Male,26,Clothing,3,300,111,900
1249,12/10/2022,21:44:00,95,Male,20,Clothing,1,50,60,50
1250,11/19/2022,20:39:00,96,Male,48,Electronics,1,50,48.5,50
1251,9/11/2022,21:08:00,137,Female,57,Beauty,4,50,57.5,200
1252,12/30/2023,20:18:00,5,Male,54,Electronics,1,300,117,300
1253,12/3/2023,19:58:00,108,Female,53,Clothing,4,500,605,2000
1254,4/12/2023,18:24:00,86,Male,41,Electronics,1,500,180,500
1255,1/20/2023,7:08:00,4,Male,48,Clothing,1,30,7.8,30
1256,11/5/2022,9:58:00,29,Male,23,Clothing,2,500,190,1000
1257,5/10/2022,11:55:00,29,Male,19,Beauty,4,500,255,2000
1258,12/3/2022,20:27:00,64,Female,37,Clothing,1,50,21.5,50
1259,11/3/2022,17:31:00,105,Female,45,Clothing,4,50,21,200
1260,7/19/2023,17:26:00,117,Male,28,Beauty,2,30,13.5,60
1261,9/27/2022,21:19:00,116,Male,21,Clothing,2,25,6.25,50
1262,8/13/2022,20:33:00,127,Female,32,Beauty,4,30,8.4,120
1263,9/7/2022,20:49:00,47,Male,23,Beauty,2,30,35.4,60
1264,5/27/2022,9:23:00,82,Male,47,Clothing,3,300,123,900
1265,11/5/2022,14:35:00,86,Male,55,Clothing,3,300,111,900
1266,9/3/2023,20:08:00,79,Female,19,Electronics,2,30,15.6,60
1267,12/23/2022,21:03:00,91,Female,32,Beauty,3,30,9.6,90
1268,6/9/2022,9:33:00,15,Female,28,Electronics,1,30,14.1,30
1269,1/1/2022,8:09:00,71,Male,25,Clothing,4,500,145,2000
1270,8/25/2022,22:54:00,84,Male,43,Electronics,1,300,108,300
1271,1/19/2022,19:31:00,27,Female,62,Beauty,4,30,9,120
1272,4/14/2022,11:59:00,66,Female,61,Electronics,2,50,17,100
1273,6/20/2023,20:39:00,1,Female,22,Beauty,1,50,25.5,50
1274,10/6/2023,9:01:00,2,Female,23,Clothing,2,500,185,1000
1275,3/2/2023,8:48:00,5,Male,43,Clothing,2,500,250,1000
1276,10/11/2022,18:54:00,140,Female,21,Beauty,4,25,27,100
1277,10/17/2023,21:20:00,80,Male,36,Clothing,4,25,12.75,100
1278,7/19/2023,6:19:00,28,Female,37,Clothing,4,25,6.75,100
1279,4/21/2022,22:55:00,116,Male,50,Clothing,1,500,170,500
1280,8/24/2023,9:15:00,116,Female,37,Clothing,3,500,255,1500
1281,3/14/2023,19:34:00,4,Female,29,Beauty,4,500,165,2000
1282,2/20/2023,20:05:00,23,Female,64,Electronics,4,50,48.5,200
1283,10/14/2023,20:15:00,1,Female,18,Electronics,1,500,130,500
1284,12/16/2022,11:43:00,145,Male,43,Clothing,4,50,18,200
1285,6/1/2023,21:55:00,130,Female,31,Electronics,1,25,12.25,25
1286,12/26/2022,17:23:00,111,Male,55,Electronics,2,25,28.5,50
1287,9/13/2022,8:03:00,120,Male,54,Clothing,4,25,7,100
1288,4/5/2022,11:56:00,26,Male,28,Clothing,4,30,9,120
1289,10/10/2023,19:35:00,83,Male,53,Electronics,2,30,16.2,60
1290,12/30/2022,22:40:00,66,Female,30,Beauty,2,300,318,600
1291,4/4/2022,11:19:00,72,Male,60,Clothing,2,300,153,600
1292,5/15/2022,8:20:00,88,Male,20,Beauty,4,300,90,1200
1293,7/1/2023,18:52:00,3,Male,50,Electronics,3,30,14.1,90
1294,1/24/2023,11:24:00,8,Female,23,Clothing,3,30,10.5,90
1295,11/4/2023,19:28:00,86,Female,27,Beauty,3,300,81,900
1296,11/26/2022,20:42:00,45,Female,22,Clothing,4,300,342,1200
1297,10/20/2023,22:32:00,21,Female,40,Electronics,2,500,535,1000
1298,5/2/2023,19:51:00,1,Male,27,Beauty,4,300,120,1200
1299,5/8/2022,18:58:00,11,Male,61,Electronics,2,500,250,1000
1300,8/8/2022,8:57:00,7,Female,19,Electronics,4,50,24,200
1301,9/24/2023,9:58:00,70,Male,30,Clothing,4,30,10.5,120
1302,12/21/2022,17:55:00,20,Male,57,Beauty,2,300,102,600
1303,3/19/2022,8:59:00,58,Male,19,Electronics,3,30,15,90
1304,9/26/2022,22:19:00,4,Female,37,Electronics,2,30,9.3,60
1305,4/5/2023,18:24:00,5,Female,18,Beauty,1,30,7.8,30
1306,11/11/2023,20:57:00,122,Male,54,Electronics,1,50,18.5,50
1307,1/29/2022,22:11:00,68,Female,26,Electronics,2,25,11.75,50
1308,6/19/2023,22:39:00,91,Female,34,Beauty,4,300,150,1200
1309,9/30/2022,16:50:00,93,Female,26,Beauty,1,25,9.5,25
1310,10/29/2022,21:31:00,74,Female,28,Beauty,1,25,24.75,25
1311,11/24/2023,15:22:00,84,Female,32,Beauty,4,25,9.25,100
1312,12/3/2022,17:28:00,73,Male,41,Clothing,4,30,29.1,120
1313,6/4/2023,9:22:00,10,Female,55,Beauty,3,500,170,1500
1314,5/23/2023,10:26:00,2,Male,52,Clothing,4,30,16.2,120
1315,8/31/2022,20:52:00,14,Male,47,Clothing,2,30,12.9,60
1316,7/21/2023,17:11:00,1,Female,48,Clothing,2,25,11.75,50
1317,8/25/2022,8:02:00,144,Male,22,Electronics,3,30,12,90
1318,12/25/2022,22:57:00,55,Male,61,Clothing,1,25,27,25
1319,11/25/2023,17:17:00,76,Male,31,Clothing,1,500,585,500
1320,11/2/2022,11:55:00,102,Female,28,Electronics,4,300,84,1200
1321,4/23/2023,22:54:00,155,Female,26,Electronics,2,25,10.5,50
1322,11/14/2022,9:56:00,10,Male,51,Electronics,1,500,250,500
1323,8/15/2022,10:49:00,136,Female,29,Beauty,3,300,114,900
1324,9/25/2023,20:29:00,56,Female,52,Electronics,3,50,55,150
1325,10/11/2022,19:47:00,18,Female,52,Electronics,2,25,26.75,50
1326,9/1/2023,22:35:00,66,Female,18,Clothing,3,25,28.75,75
1327,12/23/2023,21:16:00,118,Male,57,Electronics,3,50,58,150
1328,12/10/2023,7:49:00,60,Male,39,Beauty,2,50,24.5,100
1329,1/27/2022,10:39:00,119,Female,46,Electronics,4,25,9.25,100
1330,11/24/2023,17:49:00,20,Female,25,Beauty,4,50,48,200
1331,5/15/2022,9:29:00,36,Male,28,Electronics,3,30,13.8,90
1332,12/4/2023,10:02:00,146,Male,58,Electronics,4,300,123,1200
1333,11/1/2022,11:38:00,151,Female,54,Electronics,4,300,165,1200
1334,9/21/2022,20:37:00,60,Male,31,Electronics,3,300,366,900
1335,5/27/2022,8:45:00,117,Female,47,Beauty,4,30,8.7,120
1336,9/23/2022,13:27:00,74,Female,52,Beauty,3,50,21.5,150
1337,7/21/2023,19:56:00,2,Male,38,Clothing,1,500,225,500
1338,1/25/2022,19:55:00,31,Male,54,Beauty,2,50,19,100
1339,11/10/2022,10:34:00,132,Female,22,Electronics,2,25,7.5,50
1340,10/30/2023,20:55:00,92,Female,36,Clothing,4,300,348,1200
1341,1/30/2023,22:10:00,1,Male,31,Clothing,4,50,21,200
1342,9/18/2022,23:00:00,114,Female,43,Clothing,4,500,485,2000
1343,10/21/2023,20:10:00,87,Male,21,Electronics,2,25,28.5,50
1344,12/18/2022,6:12:00,144,Female,42,Beauty,1,30,11.1,30
1345,9/29/2022,17:50:00,98,Male,62,Electronics,1,30,11.4,30
1346,4/10/2022,10:01:00,112,Male,59,Clothing,2,500,130,1000
1347,11/21/2023,21:55:00,7,Male,42,Electronics,1,25,13,25
1348,10/25/2023,17:21:00,79,Female,35,Electronics,2,300,87,600
1349,12/8/2023,21:57:00,112,Female,57,Beauty,1,50,49.5,50
1350,11/8/2023,22:02:00,93,Male,25,Beauty,3,25,29.25,75
1351,10/2/2022,20:58:00,88,Female,56,Clothing,3,30,28.5,90
1352,10/19/2023,17:40:00,14,Male,57,Electronics,2,500,260,1000
1353,9/4/2023,21:59:00,3,Male,31,Electronics,1,500,235,500
1354,9/17/2023,9:34:00,5,Female,49,Beauty,4,50,26.5,200
1355,9/17/2023,13:19:00,107,Female,55,Electronics,1,500,155,500
1356,12/18/2023,21:31:00,11,Male,50,Electronics,3,500,245,1500
1357,3/20/2023,19:14:00,3,Female,40,Electronics,3,25,11.5,75
1358,5/4/2023,21:40:00,5,Female,32,Beauty,1,300,156,300
1359,5/17/2022,22:21:00,55,Male,50,Clothing,1,50,19,50
1360,6/18/2022,9:31:00,93,Male,42,Clothing,4,25,6.25,100
1361,9/12/2023,16:00:00,89,Female,34,Electronics,4,300,153,1200
1362,11/21/2023,18:53:00,104,Male,50,Clothing,1,25,11,25
1363,7/4/2023,20:27:00,33,Male,64,Beauty,1,25,7.75,25
1364,9/23/2023,17:04:00,72,Female,19,Beauty,1,500,250,500
1365,11/8/2023,20:22:00,18,Male,31,Clothing,1,300,156,300
1366,1/1/2022,11:34:00,25,Male,57,Clothing,2,50,23.5,100
1367,4/15/2022,11:38:00,16,Female,,Electronics,1,50,15.5,50
1368,3/8/2022,21:29:00,145,Female,56,Clothing,4,300,132,1200
1369,10/10/2022,21:14:00,64,Male,23,Electronics,3,500,180,1500
1370,11/4/2022,22:51:00,90,Male,23,Electronics,2,30,36,60
1371,5/6/2022,6:52:00,41,Female,20,Beauty,1,25,13.5,25
1372,3/18/2022,10:53:00,60,Female,24,Beauty,3,500,145,1500
1373,10/2/2023,20:26:00,64,Female,25,Beauty,2,300,294,600
1374,3/23/2023,22:03:00,3,Female,59,Beauty,3,25,8.25,75
1375,10/1/2022,17:50:00,79,Male,32,Clothing,1,50,59,50
1376,7/15/2023,19:49:00,3,Female,64,Beauty,1,30,9.9,30
1377,3/21/2022,7:52:00,71,Female,46,Clothing,4,50,14,200
1378,4/28/2022,21:56:00,27,Male,50,Beauty,1,300,132,300
1379,1/2/2022,6:23:00,69,Female,47,Clothing,1,25,7.25,25
1380,2/9/2023,19:45:00,3,Male,56,Electronics,2,300,159,600
1381,10/26/2022,17:26:00,48,Female,44,Clothing,4,25,7.75,100
1382,5/20/2023,18:13:00,139,Female,53,Clothing,2,500,185,1000
1383,9/6/2023,9:13:00,68,Female,46,Beauty,3,30,14.1,90
1384,12/17/2023,20:23:00,106,Male,55,Clothing,1,500,260,500
1385,11/7/2023,19:22:00,55,Male,50,Electronics,3,500,505,1500
1386,12/19/2023,14:06:00,110,Female,54,Electronics,2,300,81,600
1387,7/26/2022,17:48:00,37,Male,44,Beauty,1,30,15.6,30
1388,10/13/2023,18:12:00,89,Male,50,Electronics,1,25,6.75,25
1389,9/27/2023,18:11:00,60,Male,21,Clothing,2,25,9.5,50
1390,10/24/2022,22:47:00,117,Male,39,Electronics,2,50,54,100
1391,3/1/2022,11:29:00,130,Male,,Beauty,2,25,9.25,50
1392,9/12/2022,12:28:00,70,Male,27,Clothing,2,300,90,600
1393,10/8/2022,17:24:00,56,Female,22,Beauty,2,500,580,1000
1394,4/17/2022,20:06:00,14,Female,27,Clothing,1,500,250,500
1395,9/10/2023,14:18:00,91,Male,50,Electronics,2,500,130,1000
1396,6/7/2022,6:23:00,9,Female,55,Beauty,1,30,8.4,30
1397,1/1/2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25
1398,7/19/2023,17:20:00,1,Female,48,Clothing,2,300,120,600
1399,1/28/2022,9:32:00,15,Female,64,Beauty,2,30,16.2,60
1400,9/12/2022,11:54:00,115,Male,53,Clothing,4,50,20,200
1401,10/1/2022,21:20:00,85,Female,62,Clothing,1,300,294,300
1402,6/24/2023,6:47:00,110,Female,41,Clothing,2,300,156,600
1403,3/25/2023,18:20:00,4,Male,32,Clothing,2,300,162,600
1404,8/20/2023,18:15:00,155,Male,46,Electronics,2,500,185,1000
1405,10/28/2023,20:08:00,91,Female,25,Clothing,4,300,342,1200
1406,6/22/2023,8:45:00,2,Female,22,Beauty,4,25,10,100
1407,4/10/2022,19:41:00,54,Female,46,Electronics,3,300,120,900
1408,8/28/2023,8:17:00,2,Female,64,Beauty,1,500,250,500
1409,11/22/2023,12:15:00,102,Female,21,Electronics,3,300,138,900
1410,10/16/2022,18:47:00,72,Female,29,Clothing,2,50,22.5,100
1411,11/24/2023,20:27:00,1,Male,62,Electronics,4,50,26,200
1412,10/13/2022,19:59:00,75,Female,19,Electronics,4,500,615,2000
1413,11/12/2023,19:33:00,104,Female,44,Beauty,3,25,30.75,75
1414,11/22/2023,21:28:00,4,Male,48,Beauty,4,25,11.25,100
1415,3/6/2022,7:11:00,146,Male,53,Clothing,2,30,15.3,60
1416,12/29/2022,10:47:00,111,Male,53,Electronics,4,500,125,2000
1417,12/26/2022,17:43:00,54,Male,43,Electronics,3,300,147,900
1418,9/17/2022,18:19:00,68,Female,60,Electronics,2,500,215,1000
1419,2/5/2023,18:42:00,3,Female,44,Clothing,3,30,9.3,90
1420,4/15/2022,7:01:00,138,Female,22,Clothing,4,500,205,2000
1421,1/17/2022,7:07:00,59,Female,37,Clothing,3,500,185,1500
1422,5/7/2022,20:41:00,35,Female,28,Clothing,3,30,13.5,90
1423,6/15/2022,7:56:00,131,Female,27,Clothing,1,25,11,25
1424,9/5/2023,21:32:00,54,Male,57,Beauty,4,300,111,1200
1425,12/2/2023,22:15:00,1,Female,55,Electronics,4,30,10.2,120
1426,12/12/2023,11:32:00,114,Male,23,Electronics,3,50,25,150
1427,7/15/2023,18:36:00,92,Male,25,Electronics,1,25,11.5,25
1428,9/9/2023,18:44:00,96,Female,40,Electronics,4,50,57,200
1429,11/22/2023,13:14:00,102,Male,64,Electronics,2,25,12,50
1430,10/31/2023,18:25:00,22,Female,43,Electronics,3,300,132,900
1431,9/28/2023,21:28:00,114,Male,63,Electronics,4,300,312,1200
1432,12/25/2022,6:24:00,67,Female,,Electronics,2,500,245,1000
1433,1/16/2022,11:41:00,113,Male,29,Beauty,4,50,15.5,200
1434,2/4/2022,10:02:00,147,Female,43,Electronics,2,25,7,50
1435,10/27/2022,13:31:00,61,Female,30,Beauty,3,300,114,900
1436,1/20/2023,11:29:00,1,Female,57,Clothing,4,30,9.9,120
1437,9/4/2023,19:19:00,76,Female,35,Electronics,4,300,372,1200
1438,1/7/2022,10:00:00,72,Female,42,Clothing,1,30,13.8,30
1439,11/18/2023,20:53:00,76,Male,50,Clothing,3,25,7.25,75
1440,9/1/2023,19:20:00,86,Male,64,Clothing,2,300,354,600
1441,10/4/2023,21:38:00,63,Male,57,Beauty,4,300,354,1200
1442,2/16/2023,11:02:00,96,Female,60,Clothing,4,25,11.25,100
1443,6/18/2022,19:37:00,81,Male,29,Clothing,2,300,147,600
1444,4/29/2022,6:18:00,135,Female,61,Clothing,3,30,14.1,90
1445,4/19/2022,6:16:00,31,Female,53,Electronics,1,300,129,300
1446,1/23/2022,18:55:00,155,Male,21,Electronics,1,50,23.5,50
1447,5/30/2022,22:21:00,137,Male,22,Beauty,4,500,155,2000
1448,5/16/2022,6:28:00,51,Female,54,Beauty,2,30,9.3,60
1449,4/26/2022,18:42:00,12,Male,25,Electronics,4,50,23.5,200
1450,7/16/2023,8:52:00,1,Female,59,Beauty,2,25,10.25,50
1451,9/23/2022,12:10:00,94,Female,45,Electronics,1,30,13.2,30
1452,8/6/2023,17:41:00,3,Female,48,Clothing,3,500,185,1500
1453,10/14/2023,13:24:00,113,Female,26,Clothing,2,500,205,1000
1454,6/25/2022,11:18:00,22,Female,46,Beauty,1,25,6.75,25
1455,8/27/2022,21:35:00,32,Male,31,Electronics,4,25,13.75,100
1456,9/2/2022,18:49:00,85,Male,57,Electronics,2,30,37.2,60
1457,3/25/2023,21:31:00,140,Female,58,Beauty,3,300,108,900
1458,10/9/2023,19:21:00,95,Female,39,Electronics,4,25,9.75,100
1459,11/10/2023,6:46:00,13,Male,28,Clothing,4,300,144,1200
1460,1/25/2023,19:42:00,4,Male,40,Beauty,1,50,22,50
1461,5/1/2023,8:43:00,63,Female,18,Beauty,2,500,180,1000
1462,11/13/2023,10:42:00,124,Male,63,Electronics,4,300,114,1200
1463,7/29/2022,19:45:00,98,Female,54,Beauty,3,500,170,1500
1464,11/13/2022,10:06:00,80,Male,38,Electronics,2,300,126,600
1465,4/17/2023,9:36:00,131,Female,43,Electronics,3,50,26,150
1466,1/16/2023,22:27:00,64,Male,63,Electronics,4,25,10.75,100
1467,8/13/2023,19:31:00,89,Female,53,Electronics,3,50,14,150
1468,11/8/2023,13:14:00,73,Male,40,Electronics,1,25,9.75,25
1469,12/8/2023,17:22:00,3,Male,18,Beauty,3,25,12.5,75
1470,6/26/2023,19:47:00,1,Female,57,Clothing,2,500,165,1000
1471,6/25/2023,10:34:00,30,Male,32,Clothing,3,50,13,150
1472,12/18/2023,15:22:00,74,Female,38,Beauty,3,300,150,900
1473,3/19/2022,9:06:00,30,Male,64,Beauty,1,50,13,50
1474,5/15/2022,20:49:00,84,Female,26,Clothing,3,500,255,1500
1475,10/4/2022,7:03:00,132,Male,26,Clothing,3,25,10.75,75
1476,11/11/2022,22:27:00,130,Female,27,Clothing,4,500,555,2000
1477,1/8/2023,21:59:00,3,Male,43,Clothing,4,30,15.6,120
1478,8/31/2023,9:18:00,1,Female,58,Clothing,2,30,13.5,60
1479,5/31/2022,22:24:00,108,Male,52,Electronics,4,300,162,1200
1480,11/26/2023,18:05:00,3,Female,42,Beauty,4,500,165,2000
1481,11/9/2023,17:22:00,20,Female,43,Electronics,4,300,114,1200
1482,2/10/2023,22:22:00,1,Female,28,Clothing,4,300,114,1200
1483,3/5/2023,19:53:00,1,Male,55,Clothing,1,30,8.7,30
1484,11/23/2022,9:29:00,22,Female,19,Clothing,4,300,147,1200
1485,9/24/2022,18:29:00,66,Male,24,Electronics,1,30,15.6,30
1486,11/22/2023,8:58:00,4,Female,35,Electronics,1,25,8.75,25
1487,2/1/2023,19:01:00,131,Male,44,Clothing,4,500,140,2000
1488,11/12/2022,19:24:00,9,Female,51,Electronics,3,300,126,900
1489,4/28/2023,18:30:00,2,Male,44,Electronics,1,30,10.5,30
1490,10/26/2022,7:15:00,155,Male,34,Clothing,3,50,17,150
1491,5/26/2023,22:14:00,107,Female,60,Electronics,3,300,129,900
1492,8/26/2023,22:09:00,146,Male,61,Beauty,4,25,10,100
1493,11/26/2023,21:49:00,58,Male,41,Beauty,2,25,6.75,50
1494,10/23/2022,19:29:00,74,Female,42,Beauty,4,50,62.5,200
1495,3/14/2023,22:37:00,113,Male,24,Beauty,2,30,16.2,60
1496,9/3/2022,15:05:00,110,Male,23,Clothing,2,300,120,600
1497,11/19/2022,21:44:00,109,Male,41,Clothing,4,30,32.4,120
1498,8/29/2022,17:08:00,51,Female,50,Clothing,4,25,12.5,100
1499,9/23/2022,9:46:00,3,Male,46,Beauty,2,30,11.7,60
1500,4/20/2022,8:36:00,53,Female,60,Beauty,4,25,8.5,100
1501,1/31/2023,18:00:00,1,Male,39,Electronics,2,30,13.5,60
1502,4/8/2023,8:30:00,152,Male,43,Electronics,3,50,18,150
1503,10/17/2022,18:28:00,67,Male,45,Beauty,4,500,605,2000
1504,1/25/2023,17:01:00,4,Female,38,Beauty,3,50,25.5,150
1505,10/30/2022,8:00:00,98,Male,24,Beauty,1,50,14.5,50
1506,1/9/2022,7:31:00,52,Male,34,Beauty,3,500,245,1500
1507,12/27/2022,22:14:00,95,Female,37,Electronics,3,500,520,1500
1508,4/8/2022,20:32:00,90,Male,58,Beauty,2,300,81,600
1509,11/25/2022,20:40:00,67,Female,37,Electronics,3,300,129,900
1510,11/20/2022,18:21:00,124,Female,39,Beauty,4,50,19,200
1511,4/9/2022,21:36:00,45,Male,45,Beauty,2,50,13.5,100
1512,12/20/2023,20:05:00,105,Female,57,Beauty,1,25,13.25,25
1513,10/1/2022,21:47:00,19,Male,24,Electronics,4,25,31,100
1514,7/12/2022,10:55:00,59,Female,18,Electronics,1,300,75,300
1515,2/4/2023,21:49:00,107,Female,49,Clothing,3,300,135,900
1516,11/9/2022,17:19:00,54,Male,30,Beauty,4,25,24.5,100
1517,2/21/2023,8:46:00,2,Female,47,Clothing,4,25,6.75,100
1518,5/18/2023,20:03:00,3,Female,40,Clothing,1,30,12.6,30
1519,1/8/2022,7:35:00,139,Female,36,Electronics,4,30,9.3,120
1520,11/21/2022,15:28:00,88,Female,49,Electronics,4,25,10.5,100
1521,7/23/2023,19:08:00,30,Female,47,Clothing,4,30,12.9,120
1522,11/14/2022,8:35:00,48,Male,46,Beauty,3,500,235,1500
1523,12/31/2023,20:40:00,150,Female,62,Electronics,1,300,330,300
1524,10/26/2022,22:10:00,115,Male,46,Beauty,4,300,321,1200
1525,12/13/2022,13:35:00,106,Female,47,Beauty,2,25,12,50
1526,9/25/2022,15:06:00,84,Male,33,Clothing,2,50,26.5,100
1527,9/29/2023,8:30:00,1,Male,57,Clothing,2,25,11.75,50
1528,7/6/2023,19:44:00,126,Female,36,Clothing,2,30,12.3,60
1529,9/17/2022,22:38:00,105,Female,35,Clothing,3,50,17,150
